NAME,VALUE,LABEL
TRPPUB,-7,Refused
TRPPUB,-1,Appropriate skip
TRPPUB,1,Yes
TRPPUB,2,No
TRPTRANS,-9,Not ascertained
TRPTRANS,-8,Don't know
TRPTRANS,-7,Refused
TRPTRANS,-1,Appropriate skip
TRPTRANS,01,Car
TRPTRANS,02,Van
TRPTRANS,03,SUV
TRPTRANS,04,Pickup truck
TRPTRANS,05,Other truck
TRPTRANS,06,RV
TRPTRANS,07,Motorcycle
TRPTRANS,08,Commercial/charter airplane
TRPTRANS,09,Private/corporate airplane
TRPTRANS,10,Local public transit bus
TRPTRANS,11,Commuter bus
TRPTRANS,12,School bus
TRPTRANS,13,Charter/tour bus
TRPTRANS,14,City to city bus
TRPTRANS,15,Amtrack/inter city train
TRPTRANS,16,Commuter train
TRPTRANS,17,Subway/elevated rail
TRPTRANS,18,Street car/trolley
TRPTRANS,19,Ship/cruise
TRPTRANS,20,Passenger line/ferry
TRPTRANS,21,Sailboat/motorboat/yacht
TRPTRANS,22,Taxicab
TRPTRANS,23,Limousine
TRPTRANS,24,Hotel/airport shuttle
TRPTRANS,25,Bicycle
TRPTRANS,26,Walk
TRPTRANS,91,Other
URBAN,1,In an Urban cluster
URBAN,2,In an urban area
URBAN,3,In an area surrounded by urban areas
URBAN,4,Not in urban area
URBRUR,1,Urban
URBRUR,2,Rural
USEPUBTR,-9,Not ascertained
USEPUBTR,-8,Don't know
USEPUBTR,-1,Appropriate skip
USEPUBTR,1,Yes
USEPUBTR,2,No
USULDRV,-9,Not ascertained
USULDRV,-8,Don't know
USULDRV,-7,Refused
USULDRV,-1,Appropriate skip
USULDRV,1,Alone
USULDRV,2,Carpool
VEH12MNT,-9,Not ascertained
VEH12MNT,1,Yes
VEH12MNT,2,No
VEHID,-9,Not ascertained
VEHID,-8,Don't know
VEHID,-7,Refused
VEHID,-1,Appropriate skip
VEHID,	15,15
VEHID,	01,1
VEHID,	02,2
VEHID,	06,6
VEHID,	05,5
VEHID,	04,4
VEHID,	03,3
VEHID,	19,19
VEHID,	18,18
VEHID,	17,17
VEHID,	16,16
VEHID,	14,14
VEHID,	13,13
VEHID,	12,12
VEHID,	11,11
VEHID,	10,10
VEHID,	09,9
VEHID,	08,8
VEHID,	07,7
VEHMLCAT,-9,Not ascertained
VEHMLCAT,-8,Don't know
VEHMLCAT,-7,Refused
VEHMLCAT,-1,Appropriate skip
VEHMLCAT,1,"5,000 miles or less"
VEHMLCAT,2,"5,001 to 10,000 miles"
VEHMLCAT,3,"10,001 to 15, 000 miles"
VEHMLCAT,4,"15,001 to 20,000 miles"
VEHMLCAT,5,"More than 20,000 miles"
VEHTYPE,-8,Don't know
VEHTYPE,-7,Refused
VEHTYPE,-1,Appropriate skip
VEHTYPE,1,Automobile/car/station wagon
VEHTYPE,2,"Van (mini, cargo, passenger)"
VEHTYPE,3,Sports utility vehicle
VEHTYPE,4,Pickup truck
VEHTYPE,5,Other truck
VEHTYPE,6,RV (recreational vehicle)
VEHTYPE,7,Motorcycle
VEHTYPE,91,Other
VEHUSED,-9,Not ascertained
VEHUSED,-8,Don't know
VEHUSED,-7,Refused
VEHUSED,-1,Appropriate skip
VEHUSED,01,01
VEHUSED,02,02
VEHUSED,03,03
VEHUSED,04,04
VEHUSED,05,05
VEHUSED,06,06
VEHUSED,07,07
VEHUSED,08,08
VEHUSED,09,09
VEHUSED,10,10
VEHUSED,11,11
VEHUSED,12,12
VEHUSED,14,14
VEHUSED,15,15
VEHUSED,17,17
VEHYEAR,-9,Not ascertained
VEHYEAR,-8,Don't know
VEHYEAR,-7,Refused
VEHYEAR,1962,1922-1969
VEHYEAR,1970,1970
VEHYEAR,1971,1971
VEHYEAR,1972,1972
VEHYEAR,1973,1973
VEHYEAR,1974,1974
VEHYEAR,1975,1975
VEHYEAR,1976,1976
VEHYEAR,1977,1977
VEHYEAR,1978,1978
VEHYEAR,1979,1979
VEHYEAR,1980,1980
VEHYEAR,1981,1981
VEHYEAR,1982,1982
VEHYEAR,1983,1983
VEHYEAR,1984,1984
VEHYEAR,1985,1985
VEHYEAR,1986,1986
VEHYEAR,1987,1987
VEHYEAR,1988,1988
VEHYEAR,1989,1989
VEHYEAR,1990,1990
VEHYEAR,1991,1991
VEHYEAR,1992,1992
VEHYEAR,1993,1993
VEHYEAR,1994,1994
VEHYEAR,1995,1995
VEHYEAR,1996,1996
VEHYEAR,1997,1997
VEHYEAR,1998,1998
VEHYEAR,1999,1999
VEHYEAR,2000,2000
VEHYEAR,2001,2001
VEHYEAR,2002,2002
VTYPFUEL,-1,Appropriate skip
VTYPFUEL,004,"Unknown Vehicle Type, Gasoline"
VTYPFUEL,011,"Car, Diesel"
VTYPFUEL,012,"Car, Natural Gas"
VTYPFUEL,013,"Car, Electricity"
VTYPFUEL,014,"Car, Gasoline"
VTYPFUEL,020,"Van, Unknown Fuel Type"
VTYPFUEL,021,"Van, Diesel"
VTYPFUEL,022,"Van, Natural Gas"
VTYPFUEL,024,"Van, Gasoline"
VTYPFUEL,030,"SUV, Unknown Fuel Type"
VTYPFUEL,031,"SUV, Diesel"
VTYPFUEL,034,"SUV, Gasoline"
VTYPFUEL,040,"Pickup Truck, Unknown Fuel Type"
VTYPFUEL,041,"Pickup Truck, Diesel"
VTYPFUEL,042,"Pickup Truck, Natural Gas"
VTYPFUEL,044,"Pickup Truck, Gasoline"
VTYPFUEL,050,"Other Truck, Unknown Fuel Type"
VTYPFUEL,060,"RV, Unknown Fuel Type"
VTYPFUEL,070,"Motorcycle, Unknown Fuel Type"
VTYPFUEL,074,"Motorcycle, Gasoline"
VTYPFUEL,910,"Other Vehicle Type, Unknown Fuel Type"
WEBACC,-9,Not ascertained
WEBACC,-8,Don't know
WEBACC,-7,Refused
WEBACC,-1,Appropriate skip
WEBACC,1,Yes
WEBACC,2,No
WEBHOME,-9,Not ascertained
WEBHOME,-8,Don't know
WEBHOME,-7,Refused
WEBHOME,-1,Appropriate skip
WEBHOME,1,Yes
WEBHOME,2,No
WEBOTHER,-9,Not ascertained
WEBOTHER,-8,Don't know
WEBOTHER,-7,Refused
WEBOTHER,-1,Appropriate skip
WEBOTHER,1,Yes
WEBOTHER,2,No
WEBUSE,-9,Not ascertained
WEBUSE,-8,Don't know
WEBUSE,-7,Refused
WEBUSE,-1,Appropriate skip
WEBUSE,1,Almost everyday
WEBUSE,2,Several times a week
WEBUSE,3,Once a week
WEBUSE,4,Once a month
WEBUSE,5,Never
WEBWHER,-9,Not ascertained
WEBWHER,-8,Don't know
WEBWHER,-7,Refused
WEBWHER,-1,Appropriate skip
WEBWHER,01,Home only
WEBWHER,02,Work only
WEBWHER,03,Other only
WEBWHER,04,Home and Work
WEBWHER,05,Home and Other
WEBWHER,06,Work and Other
WEBWHER,07,"Home, Work, and Other"
WEBWHER,08,No internet access
WEBWORK,-9,Not ascertained
WEBWORK,-8,Don't know
WEBWORK,-7,Refused
WEBWORK,-1,Appropriate skip
WEBWORK,1,Yes
WEBWORK,2,No
WHERBORN,-9,Not ascertained
WHERBORN,-8,Don't know
WHERBORN,-7,Refused
WHERBORN,-1,Appropriate skip
WHERBORN,01,US_Territories
WHERBORN,02,Canada
WHERBORN,03,Mexico
WHERBORN,04,Central America
WHERBORN,05,South America
WHERBORN,06,Europe & Scandinavia/Polar Regions
WHERBORN,07,Eastern Europe & Russia/USSR
WHERBORN,08,Middle East
WHERBORN,09,Africa
WHERBORN,10,Indian Subcontinent
WHERBORN,11,East Asia
WHERBORN,12,Pacific Islands/ Australia
WHERBORN,13,Caribbean/Atlantic Islands
WHERBORN,91,Other
WHODROVE,-9,Not ascertained
WHODROVE,-8,Don't know
WHODROVE,-1,Appropriate skip
WHOMAIN,-8,Don't know
WHOMAIN,-7,Refused
WHOMAIN,-1,Appropriate skip
WHOMAIN,1,1
WHOMAIN,2,2
WHOMAIN,3,3
WHOMAIN,4,4
WHOMAIN,5,5
WHOMAIN,6,6
WHOMAIN,7,7
WHOMAIN,8,8
WHOMAIN,9,9
WHOMAIN,13,13
WHOMAIN,14,14
WHYFROM,-9,Not ascertained
WHYFROM,-8,Don't know
WHYFROM,-7,Refused
WHYFROM,-1,Appropriate skip
WHYFROM,01,Home
WHYFROM,10,Work
WHYFROM,11,Go to work
WHYFROM,12,Return to work
WHYFROM,13,Attend business meeting/trip
WHYFROM,14,Other work related
WHYFROM,20,School/religious activity
WHYFROM,21,Go to school as student
WHYFROM,22,Go to religious activity
WHYFROM,23,Go to library: school related
WHYFROM,24,OS - Day care
WHYFROM,30,Medical/dental services
WHYFROM,40,Shopping/errands
WHYFROM,41,Buy goods: groceries/clothing/hardware store
WHYFROM,42,Buy services: video rentals/dry cleaner/post office/carservice/bank
WHYFROM,43,Buy gas
WHYFROM,50,Social/recreational
WHYFROM,51,Go to gym/exercise/play sports
WHYFROM,52,Rest or relaxation/vacation
WHYFROM,53,Visit friends/relatives
WHYFROM,54,Go out/hang out: entertainment/theater/sports event/goto bar
WHYFROM,55,Visit public place: historical site/museum/park/library
WHYFROM,60,Family personal business/obligations
WHYFROM,61,Use professional services: attorney/accountant
WHYFROM,62,Attend funeral/wedding
WHYFROM,63,Use personal services: grooming/haircut/nails
WHYFROM,64,Pet care: walk the dog/vet visits
WHYFROM,65,Attend meeting: PTA/home owners association/localgovernment
WHYFROM,70,Transport someone
WHYFROM,71,Pick up someone
WHYFROM,72,Take and wait
WHYFROM,73,Drop someone off
WHYFROM,80,Meals
WHYFROM,81,Social event
WHYFROM,82,Get/eat meal
WHYFROM,83,Coffee/ice cream/snacks
WHYFROM,91,Other reason
WHYTO,-9,Not ascertained
WHYTO,-8,Don't know
WHYTO,-7,Refused
WHYTO,-1,Appropriate skip
WHYTO,01,Home
WHYTO,10,Work
WHYTO,11,Go to work
WHYTO,12,Return to work
WHYTO,13,Attend business meeting/trip
WHYTO,14,Other work related
WHYTO,20,School/religious activity
WHYTO,21,Go to school as student
WHYTO,22,Go to religious activity
WHYTO,23,Go to library: school related
WHYTO,24,OS - Day care
WHYTO,30,Medical/dental services
WHYTO,40,Shopping/errands
WHYTO,41,Buy goods: groceries/clothing/hardware store
WHYTO,42,Buy services: video rentals/dry cleaner/post office/carservice/bank
WHYTO,43,Buy gas
WHYTO,50,Social/recreational
WHYTO,51,Go to gym/exercise/play sports
WHYTO,52,Rest or relaxation/vacation
WHYTO,53,Visit friends/relatives
WHYTO,54,Go out/hang out: entertainment/theater/sports event/goto bar
WHYTO,55,Visit public place: historical site/museum/park/library
WHYTO,60,Family personal business/obligations
WHYTO,61,Use professional services: attorney/accountant
WHYTO,62,Attend funeral/wedding
WHYTO,63,Use personal services: grooming/haircut/nails
WHYTO,64,Pet care: walk the dog/vet visits
WHYTO,65,Attend meeting: PTA/home owners association/localgovernment
WHYTO,70,Transport someone
WHYTO,71,Pick up someone
WHYTO,72,Take and wait
WHYTO,73,Drop someone off
WHYTO,80,Meals
WHYTO,81,Social event
WHYTO,82,Get/eat meal
WHYTO,83,Coffee/ice cream/snacks
WHYTO,91,Other reason
WHYTRP01,-9,Not ascertained
WHYTRP01,-8,Don't know
WHYTRP01,-7,Refused
WHYTRP01,-1,Appropriate skip
WHYTRP01,01,Home
WHYTRP01,11,Go to work
WHYTRP01,12,Return to work
WHYTRP01,13,Attend business meeting/trip
WHYTRP01,14,Other work related
WHYTRP01,20,School/religious activity
WHYTRP01,21,Go to school as student
WHYTRP01,22,Go to religious activity
WHYTRP01,23,Go to library: school related
WHYTRP01,24,OS - Day care
WHYTRP01,30,Medical/dental services
WHYTRP01,40,Shopping/errands
WHYTRP01,41,Buy goods: groceries/clothing/hardware store
WHYTRP01,42,Buy services: video rentals/dry cleaner/post office/car service/bank
WHYTRP01,43,Buy gas
WHYTRP01,50,Social/recreational
WHYTRP01,51,Go to gym/exercise/play sports
WHYTRP01,52,Rest or relaxation/vacation
WHYTRP01,53,Visit friends/relatives
WHYTRP01,54,Go out/hang out: entertainment/theater/sports event/go to bar
WHYTRP01,55,Visit public place: historical site/museum/park/library
WHYTRP01,60,Family personal business/obligations
WHYTRP01,61,Use professional services: attorney/accountant
WHYTRP01,62,Attend funeral/wedding
WHYTRP01,63,Use personal services: grooming/haircut/nails
WHYTRP01,64,Pet care: walk the dog/vet visits
WHYTRP01,65,Attend meeting: PTA/home owners association/local government
WHYTRP01,70,Transport someone
WHYTRP01,71,Pick up someone
WHYTRP01,72,Take and wait
WHYTRP01,73,Drop someone off
WHYTRP01,80,Meals
WHYTRP01,81,Social event
WHYTRP01,82,Get/eat meal
WHYTRP01,83,Coffee/ice cream/snacks
WHYTRP01,91,Other reason
WHYTRP1S,-9,Not ascertained
WHYTRP1S,01,To work (11)
WHYTRP1S,02,"Work-related (13,14)"
WHYTRP1S,03,"School (21,23)"
WHYTRP1S,04,Religious (22)
WHYTRP1S,05,Medical/dental (30)
WHYTRP1S,06,"Shopping (41,43)"
WHYTRP1S,07,"Other family & personal (24, entire 60 series)"
WHYTRP1S,08,Social Recreation (entire 50 series)
WHYTRP1S,09,Eat meal (entire 80 series)
WHYTRP1S,10,Serve passenger (entire 70 series)
WHYTRP1S,11,Return to work (12)
WHYTRP1S,12,Return home (17)
WHYTRP1S,13,Trip purpose does not fall w/in categories 1 thru 12
WHYTRP90,01,To/From Work
WHYTRP90,02,Work-Related Business
WHYTRP90,03,Shopping
WHYTRP90,04,Other Family/Personal Business
WHYTRP90,05,School/Church
WHYTRP90,06,Medical/Dentral
WHYTRP90,07,Vacation
WHYTRP90,08,Visit Friends/Relatives
WHYTRP90,10,Other Social/Recreational
WHYTRP90,11,Other
WHYTRP90,98,N/A
WHYTRP90,99,Refused
WKFMHM2M,-9,Not ascertained
WKFMHM2M,-8,Don't know
WKFMHM2M,-7,Refused
WKFMHM2M,-1,Appropriate skip
WKFMHM2M,1,Yes (worked home instead of at work)
WKFMHM2M,2,No (never worked solely from home)
WKFMHMXX,-8,Don't know
WKFMHMXX,-7,Refused
WKFMHMXX,-1,Appropriate skip
WKFMHMXX,1,Almost every day
WKFMHMXX,2,Once a week or more
WKFMHMXX,3,Once a month or more
WKFMHMXX,4,A few times a year
WKFMHMXX,5,Once a year
WKFTPT,-9,Not ascertained
WKFTPT,-8,Don't know
WKFTPT,-7,Refused
WKFTPT,-1,Appropriate skip
WKFTPT,1,Full-time
WKFTPT,2,Part-time
WKFTPT,3,Multiple Jobs
WKR_P11,-9,Not ascertained
WKR_P11,-1,Appropriate skip
WKR_P11,1,Yes
WKR_P11,2,No
WORKER,-9,Not ascertained
WORKER,-1,Appropriate skip
WORKER,1,Yes
WORKER,2,No
WORKGEO,-9,Not ascertained
WORKGEO,-1,Appropriate skip
WORKGEO,1,Street address
WORKGEO,2,Nearest intersection
WORKGEO,3,Landmark
WORKGEO,4,Zip code centroid
WORKGEO,5,Place name or employer
WORKGEO,6,City / County centroid
WORKGEO,7,State centroid
WORKGEO,8,Unable to geocode
WORKLOC,-9,Not ascertained
WORKLOC,-8,Don't know
WORKLOC,-7,Refused
WORKLOC,-1,Appropriate skip
WORKLOC,1,Workplace
WORKLOC,2,Works Only at Home
WORKLOC,3,No Fixed Workplace
WORKLOC,4,Home and Work
WORKSTAT,-9,Not ascertained
WORKSTAT,-8,Don't know
WORKSTAT,-7,Refused
WORKSTAT,-1,Appropriate skip
WORKSTAT,OH,OH
WORKSTAT,OK,OK
WORKSTAT,AK,AK
WORKSTAT,AL,AL
WORKSTAT,PA,PA
WORKSTAT,RI,RI
WORKSTAT,SC,SC
WORKSTAT,SD,SD
WORKSTAT,TN,TN
WORKSTAT,TX,TX
WORKSTAT,UT,UT
WORKSTAT,VA,VA
WORKSTAT,VI,VI
WORKSTAT,VT,VT
WORKSTAT,WA,WA
WORKSTAT,WI,WI
WORKSTAT,WV,WV
WORKSTAT,WY,WY
WORKSTAT,AR,AR
WORKSTAT,AZ,AZ
WORKSTAT,CA,CA
WORKSTAT,CO,CO
WORKSTAT,OR,OR
WORKSTAT,MN,MN
WORKSTAT,MS,MS
WORKSTAT,MT,MT
WORKSTAT,NC,NC
WORKSTAT,ND,ND
WORKSTAT,NE,NE
WORKSTAT,NH,NH
WORKSTAT,NJ,NJ
WORKSTAT,NM,NM
WORKSTAT,NV,NV
WORKSTAT,NY,NY
WORKSTAT,IA,IA
WORKSTAT,HI,HI
WORKSTAT,GA,GA
WORKSTAT,FL,FL
WORKSTAT,MO,MO
WORKSTAT,CT,CT
WORKSTAT,DC,DC
WORKSTAT,DE,DE
WORKSTAT,MI,MI
WORKSTAT,ME,ME
WORKSTAT,MD,MD
WORKSTAT,MA,MA
WORKSTAT,LA,LA
WORKSTAT,KY,KY
WORKSTAT,KS,KS
WORKSTAT,IN,IN
WORKSTAT,IL,IL
WORKSTAT,ID,ID
WRKDRIVE,-9,Not ascertained
WRKDRIVE,-8,Don't know
WRKDRIVE,-7,Refused
WRKDRIVE,-1,Appropriate skip
WRKDRIVE,1,Yes
WRKDRIVE,2,No
WRKTRANS,-9,Not ascertained
WRKTRANS,-8,Don't know
WRKTRANS,-7,Refused
WRKTRANS,-1,Appropriate skip
WRKTRANS,01,Car
WRKTRANS,02,Van
WRKTRANS,03,SUV
WRKTRANS,04,Pickup truck
WRKTRANS,05,Other truck
WRKTRANS,06,RV
WRKTRANS,07,Motorcycle
WRKTRANS,08,Commercial/charter airplane
WRKTRANS,09,Private/corporate airplane
WRKTRANS,10,Local public transit bus
WRKTRANS,11,Commuter bus
WRKTRANS,12,School bus
WRKTRANS,13,Charter/tour bus
WRKTRANS,14,City to city bus
WRKTRANS,15,Amtrack/inter city train
WRKTRANS,16,Commuter train
WRKTRANS,17,Subway/elevated rail
WRKTRANS,18,Street car/trolley
WRKTRANS,20,Passenger line/ferry
WRKTRANS,21,Sailboat/motorboat/yacht
WRKTRANS,22,Taxicab
WRKTRANS,23,Limousine
WRKTRANS,24,Hotel/airport shuttle
WRKTRANS,25,Bicycle
WRKTRANS,26,Walk
WRKTRANS,91,Other
WRKTRPS,-9,Not ascertained
WRKTRPS,-8,Don't know
WRKTRPS,-7,Refused
WRKTRPS,-1,Appropriate skip
WRKTRPS,1,Yes
WRKTRPS,2,No
YRMLCAP,-8,Don't know
YRMLCAP,-7,Refused
YRMLCAP,-1,Appropriate skip
YRMLCAP,1,Yes
YRMLCAP,2,No
YRMLCAT,-9,Not ascertained
YRMLCAT,-8,Don't know
YRMLCAT,-7,Refused
YRMLCAT,-1,Appropriate skip
YRMLCAT,1,"5,000 miles or less"
YRMLCAT,2,"5,001 to 10,000 miles"
YRMLCAT,3,"10,001 to 15, 000 miles"
YRMLCAT,4,"15,001 to 20,000 miles"
YRMLCAT,5,"More than 20,000 miles"
YRTOUS,-9,Not ascertained
YRTOUS,-8,Don't know
YRTOUS,-7,Refused
YRTOUS,-1,Appropriate skip
YRTOUS,1929,1906-1939
YRTOUS,1953,1940-1959
